,Unnamed: 0,timestamp,unique_id,orig_host,orig_port,resp_host,resp_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,Label
3430,3430,1674144013.934782,CwkzFS1pLwgSod2UHa,192.168.137.1,52606,239.255.255.250,1900,udp,-,3.025655,700,0,S0,T,F,0,D,4,812,0,0,-,Mirai_DDoS
3431,3431,1674144057.111353,C48C2P1TzDlqfM0m08,192.168.137.254,12526,8.8.8.8,53,udp,dns,9.038541,84,532,SF,T,F,0,Dd,2,140,2,588,-,Mirai_DDoS
3432,3432,1674144057.32131,CDuuOUmgj5PRbqG77,192.168.137.186,19819,192.168.137.1,53,udp,dns,4.132882,240,752,SF,T,T,0,Dd,4,352,4,864,-,Mirai_DDoS
3433,3433,1674143768.294314,CKrRkF3PFX4IjuD6L8,192.168.137.129,61335,17.253.97.206,443,tcp,-,9.204986,0,0,S1,T,F,0,Sh,3,192,6,360,-,Mirai_DDoS
3434,3434,1674143768.269678,CSehe033nyjdUZZqK6,192.168.137.129,61336,17.253.97.206,443,tcp,-,9.306148,0,0,S1,T,F,0,SWh,3,192,6,360,-,Mirai_DDoS
3435,3435,1674143770.377103,ClQ0xTaEkF0l1xRh5,192.168.137.129,61338,17.253.97.202,443,tcp,-,7.280304,0,0,S1,T,F,0,Sh,1,64,4,240,-,Mirai_DDoS
3436,3436,1674143770.377132,CzBVhY1yNtU0ft0WMl,192.168.137.129,61339,17.253.97.202,443,tcp,-,7.308461,0,0,S1,T,F,0,SWh,1,64,4,240,-,Mirai_DDoS
3437,3437,1674144057.883573,Cpw3Y91b70KglBAtX6,192.168.137.254,1967,192.168.137.1,53,udp,dns,8.656479,88,610,SF,T,T,0,Dd,2,144,2,666,-,Mirai_DDoS
3438,3438,1674144068.706274,CxN1wy2f4lcRWKiDNi,192.168.137.254,27243,192.168.137.1,53,udp,dns,0.899283,92,220,SF,T,T,0,Dd,2,148,2,276,-,Mirai_DDoS
3439,3439,1674144068.960872,CMOfQa4unPx4uRE4gf,192.168.137.254,5323,8.8.8.8,53,udp,dns,0.807446,88,610,SF,T,F,0,Dd,2,144,2,666,-,Mirai_DDoS
3440,3440,1674144069.023538,CvDQVnEvD1tANTX65,192.168.137.254,4208,8.8.8.8,53,udp,dns,0.888603,92,220,SF,T,F,0,Dd,2,148,2,276,-,Mirai_DDoS
3441,3441,1674144069.144994,CTU50rkxm9W1abQpl,192.168.137.254,14361,192.168.137.1,53,udp,dns,0.923037,102,330,SF,T,T,0,Dd,2,158,2,386,-,Mirai_DDoS
3442,3442,1674144059.159808,CYn7Gx3xTSQnLunCie,192.168.137.254,14581,192.168.137.1,53,udp,dns,7.473515,92,220,SF,T,T,0,Dd,2,148,2,276,-,Mirai_DDoS
3443,3443,1674143985.004661,CjjjE62yEz2i3zMWZ3,192.168.137.237,68,192.168.137.1,67,udp,dhcp,34.524646,0,3366,SHR,T,T,0,^d,0,0,11,3674,-,Mirai_DDoS
3444,3444,1674143945.283249,C9IVCi3IYepAjqxx8i,192.168.137.206,42278,54.239.19.122,443,tcp,ssl,129.299646,1218,608,RSTR,T,F,0,ShADadtTr,14,2814,14,1937,-,Mirai_DDoS
3445,3445,1674144059.652011,Crs49O28o6IXJqvWNb,192.168.137.58,5227,192.168.137.1,53,udp,dns,2.237726,88,88,SF,T,T,0,Dd,2,144,2,144,-,Mirai_DDoS
3446,3446,1674144069.667182,CyBPte2LIrJyRJFEY4,192.168.137.190,61812,192.168.137.1,53,udp,dns,0.235751,44,152,SF,T,T,0,Dd,1,72,1,180,-,Mirai_DDoS
3447,3447,1674144069.77444,C48SPq4EnmaN6b7dB7,192.168.137.190,3659,192.168.137.1,53,udp,dns,0.233991,44,108,SF,T,T,0,Dd,1,72,1,136,-,Mirai_DDoS
3448,3448,1674144069.883079,CThSXF1Xcx68efYWUi,192.168.137.29,59468,192.168.137.1,53,udp,dns,0.135290,46,221,SF,T,T,0,Dd,1,74,1,249,-,Mirai_DDoS
3449,3449,1674143945.28325,Cmt7Qk4WNTbMT8EZ82,192.168.137.206,42280,54.239.19.122,443,tcp,ssl,129.799607,1591,568,RSTR,T,F,0,ShADadtTr,13,3520,13,2111,-,Mirai_DDoS
3450,3450,1674144060.099939,CKBbtx3tF9z52TbZSd,192.168.137.254,3743,8.8.8.8,53,udp,dns,6.745175,88,610,SF,T,F,0,Dd,2,144,2,666,-,Mirai_DDoS
3451,3451,1674144070.636139,ChqcuFDcpVUSlehIe,192.168.137.254,6092,192.168.137.1,53,udp,dns,0.170637,46,101,SF,T,T,0,Dd,1,74,1,129,-,Mirai_DDoS
3452,3452,1674144070.731661,CRiAKb3Tq2zVEhxNVi,192.168.137.254,23199,8.8.8.8,53,udp,dns,0.171779,48,96,SF,T,F,0,Dd,1,76,1,124,-,Mirai_DDoS
3453,3453,1674144060.973872,CLLPmq2abcle8m5CId,192.168.137.254,18593,8.8.8.8,53,udp,dns,5.871243,92,220,SF,T,F,0,Dd,2,148,2,276,-,Mirai_DDoS
3454,3454,1674144076.007127,CEZ8At92X6Qi2P7J9,192.168.137.196,56346,3.12.33.198,1883,tcp,-,-,-,-,SH,T,F,0,F,1,40,0,0,-,Mirai_DDoS
3455,3455,1674144071.040465,CYurye4CC2uHs9qtH,192.168.137.254,30730,8.8.8.8,53,udp,dns,0.171542,39,55,SF,T,F,0,Dd,1,67,1,83,-,Mirai_DDoS
3456,3456,1674144014.640587,Cv3beBZs8sCAAqCFi,192.168.137.38,1900,192.168.137.1,52606,udp,-,6.417484,7128,0,S0,T,T,0,D,24,7800,0,0,-,Mirai_DDoS
3457,3457,1674144071.224155,CzICKb2AxQWYNAhzra,192.168.137.254,31571,8.8.8.8,53,udp,dns,0.172048,46,101,SF,T,F,0,Dd,1,74,1,129,-,Mirai_DDoS
3458,3458,1674144071.326814,Cdo4m51J4Kyhb0VrLh,192.168.137.254,9700,192.168.137.1,53,udp,dns,0.170387,51,180,SF,T,T,0,Dd,1,79,1,208,-,Mirai_DDoS
3459,3459,1674144061.350668,C27afvQDHc56ZSTla,192.168.137.64,49153,192.168.137.1,53,udp,dns,4.032110,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3460,3460,1674144076.475045,CwTbSg4fpQEvtNybrh,192.168.137.129,54773,18.161.14.199,443,tcp,-,-,-,-,SH,T,F,0,F,1,52,0,0,-,Mirai_DDoS
3461,3461,1674144052.809916,Cw1prY1xgUTl6JHszk,192.168.137.129,61414,69.168.130.48,443,tcp,ssl,23.822226,517,0,RSTR,T,F,0,ShFr,2,633,3,160,-,Mirai_DDoS
3462,3462,1674144061.640143,CUmtVl4sSpqYRSUhsi,192.168.137.109,62707,192.168.137.1,53,udp,dns,4.418390,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3463,3463,1674144076.929384,CavVZyZLccfJpjkg1,192.168.137.190,58758,52.11.155.34,21,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,Mirai_DDoS
3464,3464,1674144072.180084,CHRXsn2KeUWyWnBDhb,fe80::3363:f518:706:7ecf,5353,ff02::fb,5353,udp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,Mirai_DDoS
3465,3465,1674144073.412073,CqeKrL0a41EWgGkE2,192.168.137.108,37371,192.168.137.1,53,udp,dns,0.160746,43,221,SF,T,T,0,Dd,1,71,1,249,-,Mirai_DDoS
3466,3466,1674144063.48305,CbJNNr13p33IhWoR8d,192.168.137.112,40148,192.168.137.1,53,udp,dns,4.082998,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3467,3467,1674144064.321602,CYIbT42C0VfPZJzlhj,192.168.137.186,19819,1.1.1.1,53,udp,dns,4.151720,240,752,SF,T,F,0,Dd,4,352,4,864,-,Mirai_DDoS
3468,3468,1674144060.084456,CpkhO64zSJMkjT73ci,192.168.137.44,18915,54.212.163.173,8886,tcp,ssl,19.517628,67,152,RSTO,T,F,0,ShADadTtR,9,510,11,920,-,Mirai_DDoS
3469,3469,1674143752.93406,CntXPe27BvukhliMe9,192.168.137.129,61298,23.213.156.48,443,tcp,-,31.769602,0,0,S1,T,F,0,Sh,1,64,6,360,-,Mirai_DDoS
3470,3470,1674143752.934061,C1fMqF4I81kyyQZwEl,192.168.137.129,61297,23.213.156.48,443,tcp,-,31.769602,0,0,S1,T,F,0,Sh,1,64,6,360,-,Mirai_DDoS
3471,3471,1674143752.934057,CoZg1WfxTpJ83oEhd,192.168.137.129,61299,17.250.102.115,443,tcp,-,32.087098,0,0,S1,T,F,0,Sh,2,128,7,420,-,Mirai_DDoS
3472,3472,1674144021.63011,CL7HaU1tszfjqaQhH7,192.168.137.242,44619,34.238.41.119,8800,udp,-,3.592430,1560,1266,SF,T,F,0,Dd,6,1728,6,1434,-,Mirai_DDoS
3473,3473,1674144081.136079,Cnmxlu3MKRO91avqa1,192.168.137.171,34019,192.168.137.254,80,tcp,-,3.000481,0,0,S0,T,T,0,S,3,180,0,0,-,Mirai_DDoS
3474,3474,1674144076.253422,CUGCsjd2WB6kG7g3i,192.168.137.184,59042,192.168.137.1,53,udp,dns,0.134364,38,54,SF,T,T,0,Dd,1,66,1,82,-,Mirai_DDoS
3475,3475,1674144076.257308,Cn0jVY3ThH2YjbaUr8,192.168.137.184,60347,192.168.137.1,53,udp,dns,0.175368,38,54,SF,T,T,0,Dd,1,66,1,82,-,Mirai_DDoS
3476,3476,1674144076.47504,Cuaw8i1FFmiiJ6umog,192.168.137.129,52951,192.168.137.1,53,udp,dns,0.270182,108,146,SF,T,T,0,Dd,2,164,1,174,-,Mirai_DDoS
3477,3477,1674144066.558028,CPL6Ho2JZcgerhhQ4,192.168.137.254,16268,192.168.137.1,53,udp,dns,2.408255,84,532,SF,T,T,0,Dd,2,140,2,588,-,Mirai_DDoS
3478,3478,1674144066.572552,C0wEIi3p4AuSiSsack,192.168.137.254,20819,8.8.8.8,53,udp,dns,2.425086,102,273,SF,T,F,0,Dd,2,158,2,329,-,Mirai_DDoS
3479,3479,1674143752.934229,C8mY8uNBRHiUmSCnc,192.168.137.129,61322,17.248.175.167,443,tcp,-,33.700139,0,0,S1,T,F,0,SWh,6,384,9,540,-,Mirai_DDoS
3480,3480,1674144066.732019,CdHuTs2QrECDuBjlel,192.168.137.254,20159,8.8.8.8,53,udp,dns,2.467226,84,476,SF,T,F,0,Dd,2,140,2,532,-,Mirai_DDoS
3481,3481,1674144068.27219,CKyvGn1g5IhSL2w2Ia,192.168.137.254,25238,192.168.137.1,53,udp,dns,1.070500,88,610,SF,T,T,0,Dd,2,144,2,666,-,Mirai_DDoS
3482,3482,1674143985.887145,CByjvop03f0s8IVia,192.168.137.242,44339,34.238.41.119,8800,udp,-,42.684454,496,1338,SF,T,F,0,Dd,16,944,6,1506,-,Mirai_DDoS
3483,3483,1674144068.65514,ClCfQ9KpLidSxKj8h,192.168.137.58,56986,192.168.137.1,53,udp,dns,9.183093,66,400,SF,T,T,0,Dd,2,122,4,512,-,Mirai_DDoS
3484,3484,1674144078.812305,CtpxcW3dOW6C8FHSih,192.168.137.77,33953,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,64,0,0,-,Mirai_DDoS
3485,3485,1674143780.219468,CzxLgT10CCONzznSeg,192.168.137.129,61345,17.253.97.206,443,tcp,-,9.144803,0,0,S1,T,F,0,SWh,3,192,6,360,-,Mirai_DDoS
3486,3486,1674144069.5008,Cfn16iQ2I6idzDmBc,192.168.137.254,25459,192.168.137.1,53,udp,dns,1.780399,158,414,SF,T,T,0,Dd,2,214,2,470,-,Mirai_DDoS
3487,3487,1674144069.500636,Cqsqtc13RjuDFrikya,192.168.137.254,12664,8.8.8.8,53,udp,dns,1.696941,102,273,SF,T,F,0,Dd,2,158,2,329,-,Mirai_DDoS
3488,3488,1674143782.279314,CSslKB2nYG3RqPtUMg,192.168.137.129,61346,17.253.97.202,443,tcp,-,7.309883,0,0,S1,T,F,0,SWh,1,64,4,240,-,Mirai_DDoS
3489,3489,1674144069.803503,CsiHsIrg2yI0P8906,192.168.137.254,32630,192.168.137.1,53,udp,dns,1.666279,96,192,SF,T,T,0,Dd,2,152,2,248,-,Mirai_DDoS
3490,3490,1674144069.882876,CQDEvF15Haq4G2DHc,192.168.137.254,21767,192.168.137.1,53,udp,dns,1.587620,78,110,SF,T,T,0,Dd,2,134,2,166,-,Mirai_DDoS
3491,3491,1674144084.944806,CE8akuPCdXTm9yill,192.168.137.190,58758,52.11.155.34,21,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,Mirai_DDoS
3492,3492,1674144070.017699,C2USg51OVYhPzYKiy7,192.168.137.254,32306,8.8.8.8,53,udp,dns,1.474991,158,414,SF,T,F,0,Dd,2,214,2,470,-,Mirai_DDoS
3493,3493,1674143755.272439,CKitWy2x9sQG3FRM48,192.168.137.129,61324,17.248.175.212,443,tcp,-,34.917741,0,0,S1,T,F,0,SWh,5,320,9,540,-,Mirai_DDoS
3494,3494,1674143757.950004,Cqt0gImnflwEILHwg,192.168.137.129,61327,17.250.102.15,443,tcp,-,32.430720,0,0,S1,T,F,0,SWh,3,192,7,420,-,Mirai_DDoS
3495,3495,1674144070.836616,CXQKID1uCX2lYl6Ppi,192.168.137.196,30262,192.168.137.1,53,udp,dns,3.163138,156,509,SF,T,T,0,Dd,4,268,4,621,-,Mirai_DDoS
3496,3496,1674144081.139308,CQcNUntC99deWa6q7,192.168.137.191,35807,192.168.137.1,53,udp,dns,0.160034,46,142,SF,T,T,0,Dd,1,74,1,170,-,Mirai_DDoS
3497,3497,1674143759.334171,CpzJ8w1oa43swmRtcj,192.168.137.129,61330,17.250.102.115,443,tcp,-,31.834398,0,0,S1,T,F,0,SWh,1,64,6,360,-,Mirai_DDoS
3498,3498,1674144071.32165,CBegGVaLYD9BoiC9,192.168.137.186,19819,8.8.8.8,53,udp,dns,4.198981,240,752,SF,T,F,0,Dd,4,352,4,864,-,Mirai_DDoS
3499,3499,1674144029.561651,CxYxux2PHcQovSgGS7,192.168.137.242,44340,52.91.195.103,8815,udp,-,2.022303,790,712,SF,T,F,0,Dd,5,930,4,824,-,Mirai_DDoS
3500,3500,1674144031.646162,CxSXKh4oxaLLI4cyMg,192.168.137.205,43882,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
3501,3501,1674143760.114217,Cf5ofXLxoHZHh8D06,192.168.137.129,61332,23.43.243.154,443,tcp,-,31.700516,0,0,S1,T,F,0,Sh,1,64,6,360,-,Mirai_DDoS
3502,3502,1674144029.561278,CbDose3q6pnDZwtr86,192.168.137.242,44340,52.91.195.103,8812,udp,-,2.253816,790,712,SF,T,F,0,Dd,5,930,4,824,-,Mirai_DDoS
3503,3503,1674144029.561476,CpyEHl4MizMwGV7uUf,192.168.137.242,44340,52.91.195.103,8814,udp,-,2.256383,790,712,SF,T,F,0,Dd,5,930,4,824,-,Mirai_DDoS
3504,3504,1674144071.829499,CB1TmC12gT6nlsojW8,192.168.137.109,5465,192.168.137.1,53,udp,dns,2.471099,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3505,3505,1674144029.537253,Coo7Vu3NaP51aGlrYj,192.168.137.242,44340,52.91.195.103,8810,udp,-,2.306016,790,534,SF,T,F,0,Dd,5,930,3,618,-,Mirai_DDoS
3506,3506,1674144029.56128,CXALxy1q9RN0mFtwN1,192.168.137.242,44340,52.91.195.103,8813,udp,-,2.281990,790,890,SF,T,F,0,Dd,5,930,5,1030,-,Mirai_DDoS
3507,3507,1674144029.561275,Cp9hXE1rHK9p2sQLNi,192.168.137.242,44340,52.91.195.103,8811,udp,-,2.281996,790,712,SF,T,F,0,Dd,5,930,4,824,-,Mirai_DDoS
3508,3508,1674143785.005225,CZyeANoAH8hR6X7L7,192.168.137.129,61348,17.253.97.202,443,tcp,-,7.316513,0,0,S1,T,F,0,SWh,1,64,4,240,-,Mirai_DDoS
3509,3509,1674143783.60485,CD47Fq2wgZOEiVdTcf,192.168.137.129,61347,17.253.97.206,443,tcp,-,8.826211,0,0,S1,T,F,0,SWh,3,192,6,360,-,Mirai_DDoS
3510,3510,1674144032.61271,CTR78T270wj0clJWA1,192.168.137.29,3,192.168.137.1,3,icmp,-,-,-,-,OTH,T,T,0,-,1,229,0,0,-,Mirai_DDoS
3511,3511,1674144032.692216,CuEVP3o74ghfJ2Mch,192.168.137.205,17366,47.112.162.49,32100,udp,-,-,-,-,S0,T,F,0,D,1,32,0,0,-,Mirai_DDoS
3512,3512,1674144032.69222,CTwaxf4TByA7xUv0w7,192.168.137.205,17366,3.221.182.58,32100,udp,-,0.190822,4,20,SF,T,F,0,Dd,1,32,1,48,-,Mirai_DDoS
3513,3513,1674144088.144431,Cy71HTOWUWtVVXyli,192.168.137.171,34019,192.168.137.254,80,tcp,-,-,-,-,S0,T,T,0,S,1,60,0,0,-,Mirai_DDoS
3514,3514,1674143782.933088,CgTZrg2y09Pyk2D6ed,192.168.137.47,23697,47.90.209.117,32100,udp,-,250.509808,1080,80,SF,T,F,0,Dd,10,1360,10,360,-,Mirai_DDoS
3515,3515,1674143782.915159,CxcsFn4cveauh6not,192.168.137.47,23697,47.254.89.110,32100,udp,-,250.593659,1080,80,SF,T,F,0,Dd,10,1360,10,360,-,Mirai_DDoS
3516,3516,1674143782.933091,CTWjYK1uglINpjuGGl,192.168.137.47,23697,161.117.254.158,32100,udp,-,250.705023,1080,80,SF,T,F,0,Dd,10,1360,10,360,-,Mirai_DDoS
3517,3517,1674144084.119323,CwNc8pdDPsJ45H1th,192.168.137.191,58798,192.168.137.1,53,udp,dns,0.160537,44,126,SF,T,T,0,Dd,1,72,1,154,-,Mirai_DDoS
3518,3518,1674144074.224023,C1xR228NgfpjinX5i,192.168.137.109,38436,192.168.137.1,53,udp,dns,3.199961,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3519,3519,1674143762.420504,CtrBi92900XBp9AfL5,192.168.137.129,61333,23.43.243.137,443,tcp,-,31.896584,0,0,S1,T,F,0,Sh,1,64,6,360,-,Mirai_DDoS
3520,3520,1674144090.407299,CFfG3j1ZQB81e6yhBb,192.168.137.44,18915,54.212.163.173,8886,tcp,-,2.191528,0,0,OTH,T,F,0,R,4,160,0,0,-,Mirai_DDoS
3521,3521,1674144071.447067,CYpWZs2iyBsvN4BL78,192.168.137.117,27288,52.12.196.80,8886,tcp,-,23.937455,0,0,RSTO,T,F,0,ShR,11,468,9,396,-,Mirai_DDoS
3522,3522,1674144035.626146,COPLbb4uNvrV5sq0Sg,192.168.137.209,3,192.168.137.1,3,icmp,-,-,-,-,OTH,T,T,0,-,1,291,0,0,-,Mirai_DDoS
3523,3523,1674144033.649846,C1uACo1v2g8qPAPPwj,192.168.137.242,59898,34.238.41.119,8800,udp,-,2.318428,1548,1266,SF,T,F,0,Dd,6,1716,6,1434,-,Mirai_DDoS
3524,3524,1674144062.969436,CG3iQjZyS4H5xRiS2,192.168.137.123,2668,100.21.156.247,8886,tcp,-,30.655946,0,0,RSTO,T,F,0,ShR,9,388,10,440,-,Mirai_DDoS
3525,3525,1674144072.030416,C3ujS420hVAGhQW0C6,192.168.137.97,64198,52.12.196.80,8886,tcp,-,23.997804,0,0,RSTO,T,F,0,ShR,11,468,9,396,-,Mirai_DDoS
3526,3526,1674144086.175558,CANQmE34ITZ6WRHz6c,192.168.137.191,33399,192.168.137.1,53,udp,dns,0.161792,46,142,SF,T,T,0,Dd,1,74,1,170,-,Mirai_DDoS
3527,3527,1674144039.048781,CxINQz2PkXZiQgXRw5,192.168.137.186,50440,54.225.190.252,443,tcp,-,52.891157,0,0,RSTO,T,F,0,ShR,6,280,9,432,-,Mirai_DDoS
3528,3528,1674144063.448666,CEUyLo4MwB1BaakvWi,192.168.137.241,52965,3.122.134.146,443,tcp,-,30.806725,0,0,RSTO,T,F,0,ShR,10,428,10,440,-,Mirai_DDoS
3529,3529,1674144057.988745,C2J2MV3OHp3kH9jCn5,192.168.137.93,59139,100.21.156.247,8886,tcp,-,36.603152,0,0,RSTO,T,F,0,ShR,9,388,10,440,-,Mirai_DDoS
3530,3530,1674144055.977642,C8jNe71j75pUdZSP3b,192.168.137.141,8067,100.21.156.247,8886,tcp,-,41.502677,0,0,RSTO,T,F,0,ShR,9,388,10,440,-,Mirai_DDoS
3531,3531,1674144052.195772,C0lSWf4W7WdE5NNcT5,192.168.137.117,490,52.12.196.80,8886,tcp,-,40.932810,0,0,RSTO,T,F,0,ShR,8,348,10,440,-,Mirai_DDoS
3532,3532,1674144088.181939,CTTdSgd8rlAJyUbei,fe80::3363:f518:706:7ecf,5353,ff02::fb,5353,udp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,Mirai_DDoS
3533,3533,1674144059.658863,Cl9ciO1em17HetRqic,192.168.137.172,23542,54.212.163.173,8886,tcp,-,36.795496,0,0,RSTO,T,F,0,ShR,9,388,10,440,-,Mirai_DDoS
3534,3534,1674143474.766462,C3y2lD3ZlsRq1juRzh,192.168.137.206,51313,34.197.231.131,443,tcp,-,323.527324,99,93,SHR,T,F,0,DAdtTatf,8,614,18,1375,-,Mirai_DDoS
3535,3535,1674144078.442758,CpCvCR1Wv0iupOU852,192.168.137.87,47915,192.168.137.1,53,udp,dns,3.995403,252,764,SF,T,T,0,Dd,4,364,4,876,-,Mirai_DDoS
3536,3536,1674143953.33544,CPPc1J3C9EIWr3hjIi,192.168.137.207,43323,192.168.137.254,52564,udp,ayiya,85.152948,21378048,0,S0,T,T,0,D,41754,22547160,0,0,-,Mirai_DDoS
3537,3537,1674144057.360941,CySILI3fr3iTLZF6k,192.168.137.61,1588,34.218.147.23,443,tcp,-,36.210386,0,0,RSTO,T,F,0,ShR,6,260,8,352,-,Mirai_DDoS
3538,3538,1674144027.283731,CyNaCb32IVckhuuj65,192.168.137.242,3,34.238.41.119,3,icmp,-,11.323608,956,0,OTH,T,F,0,-,4,1068,0,0,-,Mirai_DDoS
3539,3539,1674144066.2833,C94iAn2WW1EctqlTy4,192.168.137.66,2393,52.12.196.80,8886,tcp,-,31.185638,0,0,RSTO,T,F,0,ShR,8,344,9,396,-,Mirai_DDoS
3540,3540,1674144075.224852,C2UrHo3Ki0rUJwkSJi,192.168.137.141,50954,100.21.156.247,8886,tcp,-,22.308949,0,0,RSTO,T,F,0,ShR,10,428,9,396,-,Mirai_DDoS
3541,3541,1674144038.005073,CBymnEmr8RfYwmXO6,192.168.137.29,22039,3.208.160.215,3478,udp,-,0.903564,196,476,SF,T,F,0,Dd,7,392,7,672,-,Mirai_DDoS
3542,3542,1674144038.007637,CyWMzY0bZi9126ytj,192.168.137.29,22040,3.208.160.215,3478,udp,-,0.986037,392,0,S0,T,F,0,D,14,784,0,0,-,Mirai_DDoS
3543,3543,1674144038.993675,C6x5TQwaYQh1vGCP4,192.168.137.29,22039,3.208.160.215,8089,udp,-,-,-,-,S0,T,F,0,D,1,41,0,0,-,Mirai_DDoS
3544,3544,1674144039.055255,CazhXj2mo47XtZalca,192.168.137.205,39073,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
3545,3545,1674144089.119406,CKhU4LqN1Ex6zsPCg,192.168.137.191,46176,192.168.137.1,53,udp,dns,0.160829,44,126,SF,T,T,0,Dd,1,72,1,154,-,Mirai_DDoS
3546,3546,1674143756.480829,Cc7Xf23N8kDe8GaZx1,192.168.137.241,52958,3.122.134.146,443,tcp,ssl,42.663083,222,312,SF,T,F,0,ShADadTtFfR,20,1109,16,1288,-,Mirai_DDoS
3547,3547,1674144039.147938,C4Xpx1s4lfr7viNL,192.168.137.17,3,192.168.137.1,3,icmp,-,-,-,-,OTH,T,T,0,-,1,161,0,0,-,Mirai_DDoS
3548,3548,1674144090.422673,CRsVa14bjZaEEzALL4,192.168.137.77,33710,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,65,0,0,-,Mirai_DDoS
3549,3549,1674144096.136786,CtXu5a49bZNRO28ZY6,192.168.137.171,34020,192.168.137.254,80,tcp,-,3.003162,0,0,S0,T,T,0,S,3,180,0,0,-,Mirai_DDoS
3550,3550,1674144091.446373,CdI4qm5yUXTSJWJpj,192.168.137.29,38505,192.168.137.1,53,udp,dns,0.172095,46,206,SF,T,T,0,Dd,1,74,1,234,-,Mirai_DDoS
3551,3551,1674144096.721924,C91dMIRvFjkrwnN7e,192.168.137.117,27288,52.12.196.80,8886,tcp,-,2.944807,0,0,OTH,T,F,0,R,2,80,0,0,-,Mirai_DDoS
3552,3552,1674144081.838856,C3hKE24JUss3zvAsj5,192.168.137.196,22152,192.168.137.1,53,udp,dns,4.169163,156,512,SF,T,T,0,Dd,4,268,4,624,-,Mirai_DDoS
3553,3553,1674144077.500803,Cvpqv01hHBF6znjFF6,192.168.137.93,5427,100.21.156.247,8886,tcp,-,23.780201,0,0,RSTO,T,F,0,ShR,11,468,9,396,-,Mirai_DDoS
3554,3554,1674144096.977349,CeGm76NLTIZq1jSB8,192.168.137.242,53661,192.168.137.1,53,tcp,-,3.007789,0,0,S0,T,T,0,S,3,180,0,0,-,Mirai_DDoS
3555,3555,1674144097.383471,CuxykV3YLWc4eRDNT2,192.168.137.123,2668,100.21.156.247,8886,tcp,-,2.473383,0,0,OTH,T,F,0,R,2,80,0,0,-,Mirai_DDoS
3556,3556,1674144097.390101,Co7nVe4BB2FrjC7f75,192.168.137.97,64198,52.12.196.80,8886,tcp,-,2.394709,0,0,OTH,T,F,0,R,2,80,0,0,-,Mirai_DDoS
3557,3557,1674144042.83899,CdtG632Cezpd9mhcVc,192.168.137.29,3,3.208.160.215,3,icmp,-,0.000003,192,0,OTH,T,F,0,-,2,248,0,0,-,Mirai_DDoS
3558,3558,1674144097.990385,C3mNcK1DlUXMISGuS3,192.168.137.44,18915,54.212.163.173,8886,tcp,-,-,-,-,OTH,T,F,0,R,1,40,0,0,-,Mirai_DDoS
3559,3559,1674144078.877926,CmCWqu4VmCnuZTTfqe,192.168.137.172,38110,54.212.163.173,8886,tcp,-,19.146886,0,0,RSTO,T,F,0,ShR,8,348,9,396,-,Mirai_DDoS
3560,3560,1674144083.319508,CSHMfo22vZe9iwRn7e,192.168.137.241,51259,192.168.137.1,53,udp,dns,2.831278,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3561,3561,1674144093.967533,CIhWhd4bzEFAAmOReh,192.168.137.206,51818,192.168.137.1,53,udp,dns,0.162117,41,169,SF,T,T,0,Dd,1,69,1,197,-,Mirai_DDoS
3562,3562,1674144094.055533,CEsl2B3y2bjyGOv6n3,192.168.137.29,53732,192.168.137.1,53,udp,dns,0.134508,46,221,SF,T,T,0,Dd,1,74,1,249,-,Mirai_DDoS
3563,3563,1674144099.408728,C3NnP92N6lj1TsY41,192.168.137.93,59139,100.21.156.247,8886,tcp,-,-,-,-,OTH,T,F,0,R,1,40,0,0,-,Mirai_DDoS
3564,3564,1674144084.563493,CLP5Ty3RZN6xvrdsde,192.168.137.109,57801,192.168.137.1,53,udp,dns,4.510306,124,316,SF,T,T,0,Dd,4,236,4,428,-,Mirai_DDoS
3565,3565,1674144099.608586,CtoyOb4Zlrq8MgPKI3,192.168.137.141,50954,100.21.156.247,8886,tcp,-,3.698698,0,0,OTH,T,F,0,R,3,120,0,0,-,Mirai_DDoS
3566,3566,1674144044.902246,C7B2Fl1Y9b2p1bvBpj,192.168.137.108,41518,52.20.2.70,443,tcp,-,54.762885,0,0,RSTO,T,F,0,ShR,5,280,9,540,-,Mirai_DDoS
